Stand,Stand_Gemeindegrenzen,Gebietstyp_Code,Gebietstyp,Gebiet_Code,Gebiet_Bezeichnung,Total_Abschluss_gymnasial,Total_19_Jahre_alt,Maturitaetsquote_gymnasial
2025-11-27,2021,3,Gemeinde,68,Rorbas,14,124,11.29
2025-11-27,2021,3,Gemeinde,69,Wallisellen,83,581,14.29
2025-11-27,2021,3,Gemeinde,70,Wasterkingen,NULL,21,NULL
2025-11-27,2021,3,Gemeinde,71,Wil (ZH),10,56,17.86
2025-11-27,2021,3,Gemeinde,72,Winkel,40,176,22.73
2025-11-27,2021,3,Gemeinde,81,Bachs,NULL,23,NULL
2025-11-27,2021,3,Gemeinde,82,Boppelsen,12,69,17.39
2025-11-27,2021,3,Gemeinde,83,Buchs (ZH),37,313,11.82
2025-11-27,2021,3,Gemeinde,84,Dällikon,16,153,10.46
2025-11-27,2021,3,Gemeinde,85,Dänikon,12,83,14.46
2025-11-27,2021,3,Gemeinde,86,Dielsdorf,28,255,10.98
2025-11-27,2021,3,Gemeinde,87,Hüttikon,NULL,30,NULL
2025-11-27,2021,3,Gemeinde,88,Neerach,31,116,26.72
2025-11-27,2021,3,Gemeinde,89,Niederglatt,27,228,11.85
2025-11-27,2021,3,Gemeinde,90,Niederhasli,43,428,10.05
2025-11-27,2021,3,Gemeinde,91,Niederweningen,26,157,16.56
2025-11-27,2021,3,Gemeinde,92,Oberglatt,35,323,10.84
2025-11-27,2021,3,Gemeinde,93,Oberweningen,21,86,24.42
2025-11-27,2021,3,Gemeinde,94,Otelfingen,26,121,21.49
2025-11-27,2021,3,Gemeinde,95,Regensberg,NULL,23,NULL
2025-11-27,2021,3,Gemeinde,96,Regensdorf,80,784,10.20
2025-11-27,2021,3,Gemeinde,97,Rümlang,23,268,8.59
2025-11-27,2021,3,Gemeinde,98,Schleinikon,NULL,37,NULL
2025-11-27,2021,3,Gemeinde,99,Schöfflisdorf,8,55,14.55
2025-11-27,2021,3,Gemeinde,100,Stadel,15,115,13.04
2025-11-27,2021,3,Gemeinde,101,Steinmaur,29,133,21.80
2025-11-27,2021,3,Gemeinde,102,Weiach,4,60,6.67
2025-11-27,2021,3,Gemeinde,111,Bäretswil,26,211,12.32
2025-11-27,2021,3,Gemeinde,112,Bubikon,73,314,23.25
2025-11-27,2021,3,Gemeinde,113,Dürnten,62,355,17.47
2025-11-27,2021,3,Gemeinde,114,Fischenthal,10,112,8.93
2025-11-27,2021,3,Gemeinde,115,Gossau (ZH),76,465,16.34
2025-11-27,2021,3,Gemeinde,116,Grüningen,31,141,21.99
2025-11-27,2021,3,Gemeinde,117,Hinwil,78,448,17.41
2025-11-27,2021,3,Gemeinde,118,Rüti (ZH),72,476,15.13
2025-11-27,2021,3,Gemeinde,119,Seegräben,NULL,47,NULL
2025-11-27,2021,3,Gemeinde,120,Wald (ZH),44,398,11.06
2025-11-27,2021,3,Gemeinde,121,Wetzikon (ZH),180,1009,17.83
2025-11-27,2021,3,Gemeinde,131,Adliswil,128,585,21.88
2025-11-27,2021,3,Gemeinde,135,Kilchberg (ZH),110,277,39.71
2025-11-27,2021,3,Gemeinde,136,Langnau am Albis,63,323,19.51
2025-11-27,2021,3,Gemeinde,137,Oberrieden,57,174,32.76
2025-11-27,2021,3,Gemeinde,138,Richterswil,109,526,20.72
2025-11-27,2021,3,Gemeinde,139,Rüschlikon,70,203,34.48
2025-11-27,2021,3,Gemeinde,141,Thalwil,158,590,26.78
2025-11-27,2021,3,Gemeinde,151,Erlenbach (ZH),107,251,42.63
2025-11-27,2021,3,Gemeinde,152,Herrliberg,133,286,46.50
2025-11-27,2021,3,Gemeinde,153,Hombrechtikon,75,395,18.99
2025-11-27,2021,3,Gemeinde,154,Küsnacht (ZH),200,475,42.10
2025-11-27,2021,3,Gemeinde,155,Männedorf,200,481,41.58
2025-11-27,2021,3,Gemeinde,156,Meilen,209,495,42.22
2025-11-27,2021,3,Gemeinde,157,Oetwil am See,23,197,11.68
2025-11-27,2021,3,Gemeinde,158,Stäfa,196,578,33.91
2025-11-27,2021,3,Gemeinde,159,Uetikon am See,101,329,30.70
2025-11-27,2021,3,Gemeinde,160,Zumikon,90,215,41.87
2025-11-27,2021,3,Gemeinde,161,Zollikon,195,416,46.87
2025-11-27,2021,3,Gemeinde,172,Fehraltorf,33,246,13.42
2025-11-27,2021,3,Gemeinde,173,Hittnau,37,169,21.89
2025-11-27,2021,3,Gemeinde,176,Lindau,43,241,17.84
2025-11-27,2021,3,Gemeinde,177,Pfäffikon,89,448,19.87
2025-11-27,2021,3,Gemeinde,178,Russikon,31,181,17.13
2025-11-27,2021,3,Gemeinde,180,Weisslingen,27,159,16.98
2025-11-27,2021,3,Gemeinde,181,Wila,6,85,7.06
2025-11-27,2021,3,Gemeinde,182,Wildberg,NULL,34,NULL
2025-11-27,2021,3,Gemeinde,191,Dübendorf,179,1060,16.89
2025-11-27,2021,3,Gemeinde,192,Egg,87,342,25.44
2025-11-27,2021,3,Gemeinde,193,Fällanden,74,313,23.64
2025-11-27,2021,3,Gemeinde,194,Greifensee,49,204,24.02
2025-11-27,2021,3,Gemeinde,195,Maur,141,462,30.52
2025-11-27,2021,3,Gemeinde,196,Mönchaltorf,28,165,16.97
2025-11-27,2021,3,Gemeinde,197,Schwerzenbach,21,195,10.77
2025-11-27,2021,3,Gemeinde,198,Uster,300,1362,22.02
2025-11-27,2021,3,Gemeinde,199,Volketswil,95,767,12.38
2025-11-27,2021,3,Gemeinde,200,Wangen-Brüttisellen,53,376,14.10
2025-11-27,2021,3,Gemeinde,211,Altikon,NULL,35,NULL
2025-11-27,2021,3,Gemeinde,213,Brütten,30,74,40.54
2025-11-27,2021,3,Gemeinde,214,Dägerlen,NULL,50,NULL
2025-11-27,2021,3,Gemeinde,215,Dättlikon,NULL,26,NULL
2025-11-27,2021,3,Gemeinde,216,Dinhard,7,66,10.61
2025-11-27,2021,3,Gemeinde,218,Ellikon an der Thur,NULL,40,NULL
2025-11-27,2021,3,Gemeinde,219,Elsau,29,171,16.95
2025-11-27,2021,3,Gemeinde,220,Hagenbuch,NULL,27,NULL
2025-11-27,2021,3,Gemeinde,221,Hettlingen,70,212,33.02
2025-11-27,2021,3,Gemeinde,223,Neftenbach,37,233,15.88
2025-11-27,2021,3,Gemeinde,224,Pfungen,28,192,14.58
2025-11-27,2021,3,Gemeinde,225,Rickenbach (ZH),23,124,18.55
2025-11-27,2021,3,Gemeinde,226,Schlatt (ZH),NULL,32,NULL
2025-11-27,2021,3,Gemeinde,227,Seuzach,50,264,18.94
2025-11-27,2021,3,Gemeinde,228,Turbenthal,27,212,12.73
2025-11-27,2021,3,Gemeinde,230,Winterthur,739,4083,18.10
2025-11-27,2021,3,Gemeinde,231,Zell (ZH),30,271,11.07
2025-11-27,2021,3,Gemeinde,241,Aesch (ZH),19,59,32.20
2025-11-27,2021,3,Gemeinde,242,Birmensdorf (ZH),51,218,23.39
2025-11-27,2021,3,Gemeinde,243,Dietikon,84,1080,7.78
2025-11-27,2021,3,Gemeinde,244,Geroldswil,23,190,12.11
2025-11-27,2021,3,Gemeinde,245,Oberengstringen,22,257,8.56
2025-11-27,2021,3,Gemeinde,246,Oetwil an der Limmat,17,88,19.32
2025-11-27,2021,3,Gemeinde,247,Schlieren,56,741,7.56
2025-11-27,2021,3,Gemeinde,248,Uitikon,89,186,47.85
2025-11-27,2021,3,Gemeinde,249,Unterengstringen,23,126,18.26
2025-11-27,2021,3,Gemeinde,250,Urdorf,53,378,14.02
2025-11-27,2021,3,Gemeinde,251,Weiningen (ZH),34,200,17.00
2025-11-27,2021,3,Gemeinde,261,Zürich,2689,12334,21.81
2025-11-27,2021,3,Gemeinde,291,Andelfingen,27,122,0.22
2025-11-27,2021,3,Gemeinde,292,Stammheim,18,129,13.95
2025-11-27,2021,3,Gemeinde,293,Wädenswil,215,947,22.70
2025-11-27,2021,3,Gemeinde,294,Elgg,45,213,21.13
2025-11-27,2021,3,Gemeinde,295,Horgen,186,858,21.68
2025-11-27,2021,3,Gemeinde,296,Illnau-Effretikon,126,715,17.62
2025-11-27,2021,3,Gemeinde,297,Bauma,26,201,12.94
2025-11-27,2021,3,Gemeinde,298,Wiesendangen,53,270,19.63
2025-11-27,2021,6,Raumplanungsregion,101,Zürich,34957,160342,21.81
2025-11-27,2021,6,Raumplanungsregion,102,Glattal,1007,6754,14.91
2025-11-27,2021,6,Raumplanungsregion,103,Furttal,186,1553,11.98
2025-11-27,2021,6,Raumplanungsregion,104,Limmattal,471,3523,13.37
2025-11-27,2021,6,Raumplanungsregion,105,Knonaueramt,436,2207,19.76
2025-11-27,2021,6,Raumplanungsregion,106,Zimmerberg,1096,4483,24.45
2025-11-27,2021,6,Raumplanungsregion,107,Pfannenstiel,1616,4460,36.23
2025-11-27,2021,6,Raumplanungsregion,108,Oberland,1217,6867,17.72
2025-11-27,2021,6,Raumplanungsregion,109,Winterthur u.U.,6574,36291,18.11
2025-11-27,2021,6,Raumplanungsregion,110,Weinland,196,1370,14.30
2025-11-27,2021,6,Raumplanungsregion,111,Unterland,752,4964,15.15
2025-11-27,2022,1,Kanton,1,Kanton Zürich,11260,56367,19.98
2025-11-27,2022,2,Bezirk,101,Bezirk Affoltern,438,2190,20.00
2025-11-27,2022,2,Bezirk,102,Bezirk Andelfingen,205,1352,15.16
2025-11-27,2022,2,Bezirk,103,Bezirk Bülach,850,6122,13.88
2025-11-27,2022,2,Bezirk,104,Bezirk Dielsdorf,488,3847,12.69
2025-11-27,2022,2,Bezirk,105,Bezirk Hinwil,630,3957,15.92
2025-11-27,2022,2,Bezirk,106,Bezirk Horgen,1062,4486,23.67
2025-11-27,2022,2,Bezirk,107,Bezirk Meilen,1598,4150,38.50
2025-11-27,2022,2,Bezirk,108,Bezirk Pfäffikon,426,2467,17.27
2025-11-27,2022,2,Bezirk,109,Bezirk Uster,1072,5304,20.21
2025-11-27,2022,2,Bezirk,110,Bezirk Winterthur,1211,6507,18.61
2025-11-27,2022,2,Bezirk,111,Bezirk Dietikon,484,3497,13.84
2025-11-27,2022,2,Bezirk,112,Bezirk Zürich,2796,12488,22.39
2025-11-27,2022,3,Gemeinde,1,Aeugst am Albis,26,91,28.57
2025-11-27,2022,3,Gemeinde,2,Affoltern am Albis,75,447,16.78
2025-11-27,2022,3,Gemeinde,3,Bonstetten,52,237,21.94
2025-11-27,2022,3,Gemeinde,4,Hausen am Albis,35,156,22.43
2025-11-27,2022,3,Gemeinde,5,Hedingen,47,180,26.11
2025-11-27,2022,3,Gemeinde,6,Kappel am Albis,NULL,44,NULL
2025-11-27,2022,3,Gemeinde,7,Knonau,9,78,11.54
2025-11-27,2022,3,Gemeinde,8,Maschwanden,NULL,18,NULL
2025-11-27,2022,3,Gemeinde,9,Mettmenstetten,36,212,16.99
2025-11-27,2022,3,Gemeinde,10,Obfelden,24,243,9.88
2025-11-27,2022,3,Gemeinde,11,Ottenbach,12,112,10.71
2025-11-27,2022,3,Gemeinde,12,Rifferswil,NULL,48,NULL
2025-11-27,2022,3,Gemeinde,13,Stallikon,36,126,28.57
2025-11-27,2022,3,Gemeinde,14,Wettswil am Albis,66,198,33.34
2025-11-27,2022,3,Gemeinde,21,Adlikon,NULL,17,NULL
2025-11-27,2022,3,Gemeinde,22,Benken (ZH),NULL,42,NULL
2025-11-27,2022,3,Gemeinde,23,Berg am Irchel,NULL,13,NULL
2025-11-27,2022,3,Gemeinde,24,Buch am Irchel,NULL,49,NULL
2025-11-27,2022,3,Gemeinde,25,Dachsen,6,96,6.25
2025-11-27,2022,3,Gemeinde,26,Dorf,NULL,38,NULL
2025-11-27,2022,3,Gemeinde,27,Feuerthalen,6,134,4.48
2025-11-27,2022,3,Gemeinde,28,Flaach,14,58,24.13
2025-11-27,2022,3,Gemeinde,29,Flurlingen,6,70,8.57
2025-11-27,2022,3,Gemeinde,30,Andelfingen,27,92,29.35
2025-11-27,2022,3,Gemeinde,31,Henggart,23,126,18.25
2025-11-27,2022,3,Gemeinde,32,Humlikon,NULL,19,NULL
2025-11-27,2022,3,Gemeinde,33,Kleinandelfingen,10,82,12.20
2025-11-27,2022,3,Gemeinde,34,Laufen-Uhwiesen,5,80,6.25
2025-11-27,2022,3,Gemeinde,35,Marthalen,6,69,8.70
2025-11-27,2022,3,Gemeinde,37,Ossingen,17,83,20.48
2025-11-27,2022,3,Gemeinde,38,Rheinau,NULL,43,NULL
2025-11-27,2022,3,Gemeinde,39,Thalheim an der Thur,NULL,37,NULL
2025-11-27,2022,3,Gemeinde,40,Trüllikon,NULL,44,NULL
2025-11-27,2022,3,Gemeinde,41,Truttikon,NULL,25,NULL
2025-11-27,2022,3,Gemeinde,43,Volken,NULL,19,NULL
2025-11-27,2022,3,Gemeinde,51,Bachenbülach,41,179,22.91
2025-11-27,2022,3,Gemeinde,52,Bassersdorf,85,543,15.66
2025-11-27,2022,3,Gemeinde,53,Bülach,122,871,14.00
2025-11-27,2022,3,Gemeinde,54,Dietlikon,59,314,18.79
2025-11-27,2022,3,Gemeinde,55,Eglisau,45,212,21.22
2025-11-27,2022,3,Gemeinde,56,Embrach,45,435,10.34
2025-11-27,2022,3,Gemeinde,57,Freienstein-Teufen,14,109,12.85
2025-11-27,2022,3,Gemeinde,58,Glattfelden,33,188,17.56
2025-11-27,2022,3,Gemeinde,59,Hochfelden,15,95,15.79
2025-11-27,2022,3,Gemeinde,60,Höri,7,114,6.14
2025-11-27,2022,3,Gemeinde,61,Hüntwangen,NULL,42,NULL
2025-11-27,2022,3,Gemeinde,62,Kloten,76,830,9.15
2025-11-27,2022,3,Gemeinde,63,Lufingen,26,103,25.24
2025-11-27,2022,3,Gemeinde,64,Nürensdorf,27,221,12.21
2025-11-27,2022,3,Gemeinde,65,Oberembrach,NULL,36,NULL
2025-11-27,2022,3,Gemeinde,66,Opfikon,58,688,8.43
2025-11-27,2022,3,Gemeinde,67,Rafz,23,198,11.62
2025-11-27,2022,3,Gemeinde,68,Rorbas,11,136,8.09
2025-11-27,2022,3,Gemeinde,69,Wallisellen,95,569,16.69
2025-11-27,2022,3,Gemeinde,70,Wasterkingen,NULL,22,NULL
2025-11-27,2022,3,Gemeinde,71,Wil (ZH),16,61,26.23
2025-11-27,2022,3,Gemeinde,72,Winkel,36,156,23.08
2025-11-27,2022,3,Gemeinde,81,Bachs,NULL,21,NULL
2025-11-27,2022,3,Gemeinde,82,Boppelsen,11,70,15.71
2025-11-27,2022,3,Gemeinde,83,Buchs (ZH),47,301,15.62
2025-11-27,2022,3,Gemeinde,84,Dällikon,22,168,13.09
2025-11-27,2022,3,Gemeinde,85,Dänikon,10,87,11.49
2025-11-27,2022,3,Gemeinde,86,Dielsdorf,31,247,12.55
2025-11-27,2022,3,Gemeinde,87,Hüttikon,NULL,30,NULL
2025-11-27,2022,3,Gemeinde,88,Neerach,34,110,30.91
2025-11-27,2022,3,Gemeinde,89,Niederglatt,22,229,9.61
2025-11-27,2022,3,Gemeinde,90,Niederhasli,43,430,10.00
2025-11-27,2022,3,Gemeinde,91,Niederweningen,21,149,14.09
2025-11-27,2022,3,Gemeinde,92,Oberglatt,36,327,11.01
2025-11-27,2022,3,Gemeinde,93,Oberweningen,21,89,23.60
2025-11-27,2022,3,Gemeinde,94,Otelfingen,28,119,23.53
2025-11-27,2022,3,Gemeinde,95,Regensberg,NULL,20,NULL
2025-11-27,2022,3,Gemeinde,96,Regensdorf,72,773,9.32
2025-11-27,2022,3,Gemeinde,97,Rümlang,23,290,7.93
2025-11-27,2022,3,Gemeinde,98,Schleinikon,NULL,32,NULL
2025-11-27,2022,3,Gemeinde,99,Schöfflisdorf,10,56,17.86
2025-11-27,2022,3,Gemeinde,100,Stadel,18,109,16.52
2025-11-27,2022,3,Gemeinde,101,Steinmaur,19,126,15.08
2025-11-27,2022,3,Gemeinde,102,Weiach,5,64,7.81
2025-11-27,2022,3,Gemeinde,111,Bäretswil,29,190,15.26
2025-11-27,2022,3,Gemeinde,112,Bubikon,73,316,23.11
2025-11-27,2022,3,Gemeinde,113,Dürnten,55,350,15.72
2025-11-27,2022,3,Gemeinde,114,Fischenthal,9,113,7.96
2025-11-27,2022,3,Gemeinde,115,Gossau (ZH),82,460,17.83
2025-11-27,2022,3,Gemeinde,116,Grüningen,33,146,22.60
2025-11-27,2022,3,Gemeinde,117,Hinwil,72,440,16.37
2025-11-27,2022,3,Gemeinde,118,Rüti (ZH),64,500,12.80
2025-11-27,2022,3,Gemeinde,119,Seegräben,17,52,32.69
2025-11-27,2022,3,Gemeinde,120,Wald (ZH),43,395,10.89
2025-11-27,2022,3,Gemeinde,121,Wetzikon (ZH),153,995,15.37
2025-11-27,2022,3,Gemeinde,131,Adliswil,134,596,22.49
2025-11-27,2022,3,Gemeinde,135,Kilchberg (ZH),102,284,35.91
2025-11-27,2022,3,Gemeinde,136,Langnau am Albis,66,326,20.25
2025-11-27,2022,3,Gemeinde,137,Oberrieden,62,176,35.23
2025-11-27,2022,3,Gemeinde,138,Richterswil,97,547,17.74
2025-11-27,2022,3,Gemeinde,139,Rüschlikon,70,201,34.83
2025-11-27,2022,3,Gemeinde,141,Thalwil,153,581,26.34
2025-11-27,2022,3,Gemeinde,151,Erlenbach (ZH),105,236,44.49
2025-11-27,2022,3,Gemeinde,152,Herrliberg,130,281,46.27
2025-11-27,2022,3,Gemeinde,153,Hombrechtikon,76,381,19.95
2025-11-27,2022,3,Gemeinde,154,Küsnacht (ZH),220,484,45.45
2025-11-27,2022,3,Gemeinde,155,Männedorf,209,503,41.55
2025-11-27,2022,3,Gemeinde,156,Meilen,229,511,44.81
2025-11-27,2022,3,Gemeinde,157,Oetwil am See,19,203,9.36
2025-11-27,2022,3,Gemeinde,158,Stäfa,210,584,35.96
2025-11-27,2022,3,Gemeinde,159,Uetikon am See,95,308,30.84
2025-11-27,2022,3,Gemeinde,160,Zumikon,98,225,43.55
2025-11-27,2022,3,Gemeinde,161,Zollikon,207,434,47.70
2025-11-27,2022,3,Gemeinde,172,Fehraltorf,40,236,16.95
2025-11-27,2022,3,Gemeinde,173,Hittnau,38,176,21.59
2025-11-27,2022,3,Gemeinde,176,Lindau,41,250,16.40
2025-11-27,2022,3,Gemeinde,177,Pfäffikon,92,437,21.05
2025-11-27,2022,3,Gemeinde,178,Russikon,29,182,15.93
2025-11-27,2022,3,Gemeinde,180,Weisslingen,27,155,17.42
2025-11-27,2022,3,Gemeinde,181,Wila,7,77,9.09
2025-11-27,2022,3,Gemeinde,182,Wildberg,NULL,35,NULL
2025-11-27,2022,3,Gemeinde,191,Dübendorf,190,1075,17.67
2025-11-27,2022,3,Gemeinde,192,Egg,90,335,26.87
2025-11-27,2022,3,Gemeinde,193,Fällanden,84,342,24.56
2025-11-27,2022,3,Gemeinde,194,Greifensee,52,220,23.63
2025-11-27,2022,3,Gemeinde,195,Maur,138,457,30.20
2025-11-27,2022,3,Gemeinde,196,Mönchaltorf,28,164,17.07
2025-11-27,2022,3,Gemeinde,197,Schwerzenbach,20,195,10.25
2025-11-27,2022,3,Gemeinde,198,Uster,320,1375,23.27
2025-11-27,2022,3,Gemeinde,199,Volketswil,95,766,12.40
2025-11-27,2022,3,Gemeinde,200,Wangen-Brüttisellen,55,375,14.66
2025-11-27,2022,3,Gemeinde,211,Altikon,NULL,34,NULL
2025-11-27,2022,3,Gemeinde,213,Brütten,26,66,39.39
2025-11-27,2022,3,Gemeinde,214,Dägerlen,14,57,24.56
2025-11-27,2022,3,Gemeinde,215,Dättlikon,NULL,32,NULL
2025-11-27,2022,3,Gemeinde,216,Dinhard,8,59,13.55
2025-11-27,2022,3,Gemeinde,218,Ellikon an der Thur,NULL,36,NULL
2025-11-27,2022,3,Gemeinde,219,Elsau,33,157,21.02
2025-11-27,2022,3,Gemeinde,220,Hagenbuch,NULL,29,NULL
2025-11-27,2022,3,Gemeinde,221,Hettlingen,64,189,33.87
2025-11-27,2022,3,Gemeinde,223,Neftenbach,32,227,14.10
2025-11-27,2022,3,Gemeinde,224,Pfungen,28,184,15.22
2025-11-27,2022,3,Gemeinde,225,Rickenbach (ZH),18,124,14.52
2025-11-27,2022,3,Gemeinde,226,Schlatt (ZH),NULL,32,NULL
2025-11-27,2022,3,Gemeinde,227,Seuzach,47,247,19.02
2025-11-27,2022,3,Gemeinde,228,Turbenthal,23,195,11.80
2025-11-27,2022,3,Gemeinde,230,Winterthur,770,4121,18.69
2025-11-27,2022,3,Gemeinde,231,Zell (ZH),34,263,12.93
2025-11-27,2022,3,Gemeinde,241,Aesch (ZH),17,55,30.91
2025-11-27,2022,3,Gemeinde,242,Birmensdorf (ZH),56,235,23.83
2025-11-27,2022,3,Gemeinde,243,Dietikon,93,1073,8.67
2025-11-27,2022,3,Gemeinde,244,Geroldswil,24,187,12.83
2025-11-27,2022,3,Gemeinde,245,Oberengstringen,21,254,8.26
2025-11-27,2022,3,Gemeinde,246,Oetwil an der Limmat,20,86,23.25
2025-11-27,2022,3,Gemeinde,247,Schlieren,56,715,7.83
2025-11-27,2022,3,Gemeinde,248,Uitikon,92,177,51.98
2025-11-27,2022,3,Gemeinde,249,Unterengstringen,22,136,16.18
2025-11-27,2022,3,Gemeinde,250,Urdorf,48,374,12.83
2025-11-27,2022,3,Gemeinde,251,Weiningen (ZH),35,205,17.08
2025-11-27,2022,3,Gemeinde,261,Zürich,2796,12488,22.39
2025-11-27,2022,3,Gemeinde,291,Andelfingen,37,128,0.29
2025-11-27,2022,3,Gemeinde,292,Stammheim,18,116,15.52
2025-11-27,2022,3,Gemeinde,293,Wädenswil,194,938,20.68
2025-11-27,2022,3,Gemeinde,294,Elgg,45,196,22.96
2025-11-27,2022,3,Gemeinde,295,Horgen,184,837,21.99
2025-11-27,2022,3,Gemeinde,296,Illnau-Effretikon,124,709,17.49
2025-11-27,2022,3,Gemeinde,297,Bauma,26,210,12.38
2025-11-27,2022,3,Gemeinde,298,Wiesendangen,49,259,18.92
2025-11-27,2022,6,Raumplanungsregion,101,Zürich,36348,162344,22.39
2025-11-27,2022,6,Raumplanungsregion,102,Glattal,1057,6885,15.35
2025-11-27,2022,6,Raumplanungsregion,103,Furttal,193,1548,12.47
2025-11-27,2022,6,Raumplanungsregion,104,Limmattal,484,3497,13.84
2025-11-27,2022,6,Raumplanungsregion,105,Knonaueramt,438,2190,20.00
2025-11-27,2022,6,Raumplanungsregion,106,Zimmerberg,1062,4486,23.67
2025-11-27,2022,6,Raumplanungsregion,107,Pfannenstiel,1688,4485,37.64
2025-11-27,2022,6,Raumplanungsregion,108,Oberland,1212,6849,17.69
2025-11-27,2022,6,Raumplanungsregion,109,Winterthur u.U.,6793,36468,18.63
2025-11-27,2022,6,Raumplanungsregion,110,Weinland,205,1352,15.16
2025-11-27,2022,6,Raumplanungsregion,111,Unterland,722,4966,14.54
2025-11-27,2023,1,Kanton,1,Kanton Zürich,11511,56790,20.27
2025-11-27,2023,2,Bezirk,101,Bezirk Affoltern,468,2247,20.82
2025-11-27,2023,2,Bezirk,102,Bezirk Andelfingen,205,1365,15.02
2025-11-27,2023,2,Bezirk,103,Bezirk Bülach,850,6213,13.68
2025-11-27,2023,2,Bezirk,104,Bezirk Dielsdorf,480,3852,12.46
2025-11-27,2023,2,Bezirk,105,Bezirk Hinwil,603,3875,15.56
2025-11-27,2023,2,Bezirk,106,Bezirk Horgen,1054,4477,23.55
2025-11-27,2023,2,Bezirk,107,Bezirk Meilen,1673,4223,39.62
2025-11-27,2023,2,Bezirk,108,Bezirk Pfäffikon,412,2457,16.77
2025-11-27,2023,2,Bezirk,109,Bezirk Uster,1082,5299,20.42
2025-11-27,2023,2,Bezirk,110,Bezirk Winterthur,1274,6595,19.32
2025-11-27,2023,2,Bezirk,111,Bezirk Dietikon,497,3464,14.35
2025-11-27,2023,2,Bezirk,112,Bezirk Zürich,2913,12723,22.90
2025-11-27,2023,3,Gemeinde,1,Aeugst am Albis,22,77,28.57
2025-11-27,2023,3,Gemeinde,2,Affoltern am Albis,67,468,14.32
2025-11-27,2023,3,Gemeinde,3,Bonstetten,61,247,24.70
2025-11-27,2023,3,Gemeinde,4,Hausen am Albis,34,158,21.52
2025-11-27,2023,3,Gemeinde,5,Hedingen,53,188,28.19
2025-11-27,2023,3,Gemeinde,6,Kappel am Albis,NULL,50,NULL
2025-11-27,2023,3,Gemeinde,7,Knonau,11,88,12.50
2025-11-27,2023,3,Gemeinde,8,Maschwanden,NULL,17,NULL
2025-11-27,2023,3,Gemeinde,9,Mettmenstetten,32,206,15.53
2025-11-27,2023,3,Gemeinde,10,Obfelden,32,258,12.41
2025-11-27,2023,3,Gemeinde,11,Ottenbach,18,108,16.67
2025-11-27,2023,3,Gemeinde,12,Rifferswil,NULL,49,NULL
2025-11-27,2023,3,Gemeinde,13,Stallikon,36,128,28.12
2025-11-27,2023,3,Gemeinde,14,Wettswil am Albis,81,205,39.52
2025-11-27,2023,3,Gemeinde,22,Benken (ZH),NULL,41,NULL
2025-11-27,2023,3,Gemeinde,23,Berg am Irchel,NULL,14,NULL
2025-11-27,2023,3,Gemeinde,24,Buch am Irchel,9,51,17.65
2025-11-27,2023,3,Gemeinde,25,Dachsen,7,103,6.80
2025-11-27,2023,3,Gemeinde,26,Dorf,NULL,37,NULL
2025-11-27,2023,3,Gemeinde,27,Feuerthalen,5,128,3.91
2025-11-27,2023,3,Gemeinde,28,Flaach,15,62,24.19
2025-11-27,2023,3,Gemeinde,29,Flurlingen,5,65,7.69
2025-11-27,2023,3,Gemeinde,31,Henggart,19,117,16.23
2025-11-27,2023,3,Gemeinde,33,Kleinandelfingen,12,77,15.58
2025-11-27,2023,3,Gemeinde,34,Laufen-Uhwiesen,6,78,7.69
2025-11-27,2023,3,Gemeinde,35,Marthalen,9,73,12.33
2025-11-27,2023,3,Gemeinde,37,Ossingen,12,77,15.58
2025-11-27,2023,3,Gemeinde,38,Rheinau,NULL,46,NULL
2025-11-27,2023,3,Gemeinde,39,Thalheim an der Thur,NULL,50,NULL
2025-11-27,2023,3,Gemeinde,40,Trüllikon,NULL,49,NULL
2025-11-27,2023,3,Gemeinde,41,Truttikon,NULL,26,NULL
2025-11-27,2023,3,Gemeinde,43,Volken,NULL,20,NULL
2025-11-27,2023,3,Gemeinde,51,Bachenbülach,36,173,20.81
2025-11-27,2023,3,Gemeinde,52,Bassersdorf,84,556,15.11
2025-11-27,2023,3,Gemeinde,53,Bülach,132,887,14.88
2025-11-27,2023,3,Gemeinde,54,Dietlikon,62,297,20.87
2025-11-27,2023,3,Gemeinde,55,Eglisau,52,213,24.41
2025-11-27,2023,3,Gemeinde,56,Embrach,47,460,10.21
2025-11-27,2023,3,Gemeinde,57,Freienstein-Teufen,15,113,13.27
2025-11-27,2023,3,Gemeinde,58,Glattfelden,32,200,16.00
2025-11-27,2023,3,Gemeinde,59,Hochfelden,14,84,16.67
2025-11-27,2023,3,Gemeinde,60,Höri,7,125,5.60
2025-11-27,2023,3,Gemeinde,61,Hüntwangen,9,52,17.31
2025-11-27,2023,3,Gemeinde,62,Kloten,71,825,8.60
2025-11-27,2023,3,Gemeinde,63,Lufingen,22,116,18.97
2025-11-27,2023,3,Gemeinde,64,Nürensdorf,26,218,11.93
2025-11-27,2023,3,Gemeinde,65,Oberembrach,NULL,39,NULL
2025-11-27,2023,3,Gemeinde,66,Opfikon,55,705,7.80
2025-11-27,2023,3,Gemeinde,67,Rafz,26,206,12.63
2025-11-27,2023,3,Gemeinde,68,Rorbas,8,123,6.50
2025-11-27,2023,3,Gemeinde,69,Wallisellen,97,595,16.30
2025-11-27,2023,3,Gemeinde,70,Wasterkingen,NULL,20,NULL
2025-11-27,2023,3,Gemeinde,71,Wil (ZH),13,62,20.97
2025-11-27,2023,3,Gemeinde,72,Winkel,32,144,22.22
