Stand,Stand_Gemeindegrenzen,Gebietstyp_Code,Gebietstyp,Gebiet_Code,Gebiet_Bezeichnung,Total_Abschluss_gymnasial,Total_19_Jahre_alt,Maturitaetsquote_gymnasial
2025-11-27,2023,3,Gemeinde,81,Bachs,NULL,21,NULL
2025-11-27,2023,3,Gemeinde,82,Boppelsen,8,72,11.11
2025-11-27,2023,3,Gemeinde,83,Buchs (ZH),42,303,13.86
2025-11-27,2023,3,Gemeinde,84,Dällikon,19,173,10.99
2025-11-27,2023,3,Gemeinde,85,Dänikon,5,75,6.67
2025-11-27,2023,3,Gemeinde,86,Dielsdorf,32,257,12.45
2025-11-27,2023,3,Gemeinde,87,Hüttikon,NULL,32,NULL
2025-11-27,2023,3,Gemeinde,88,Neerach,30,102,29.41
2025-11-27,2023,3,Gemeinde,89,Niederglatt,17,230,7.39
2025-11-27,2023,3,Gemeinde,90,Niederhasli,45,433,10.39
2025-11-27,2023,3,Gemeinde,91,Niederweningen,17,147,11.56
2025-11-27,2023,3,Gemeinde,92,Oberglatt,33,332,9.94
2025-11-27,2023,3,Gemeinde,93,Oberweningen,20,87,22.99
2025-11-27,2023,3,Gemeinde,94,Otelfingen,32,123,26.02
2025-11-27,2023,3,Gemeinde,95,Regensberg,NULL,19,NULL
2025-11-27,2023,3,Gemeinde,96,Regensdorf,75,767,9.78
2025-11-27,2023,3,Gemeinde,97,Rümlang,29,283,10.25
2025-11-27,2023,3,Gemeinde,98,Schleinikon,NULL,31,NULL
2025-11-27,2023,3,Gemeinde,99,Schöfflisdorf,11,56,19.65
2025-11-27,2023,3,Gemeinde,100,Stadel,18,111,16.22
2025-11-27,2023,3,Gemeinde,101,Steinmaur,27,134,20.15
2025-11-27,2023,3,Gemeinde,102,Weiach,4,64,6.25
2025-11-27,2023,3,Gemeinde,111,Bäretswil,30,199,15.08
2025-11-27,2023,3,Gemeinde,112,Bubikon,73,340,21.47
2025-11-27,2023,3,Gemeinde,113,Dürnten,63,339,18.58
2025-11-27,2023,3,Gemeinde,114,Fischenthal,10,124,8.06
2025-11-27,2023,3,Gemeinde,115,Gossau (ZH),79,443,17.83
2025-11-27,2023,3,Gemeinde,116,Grüningen,30,136,22.06
2025-11-27,2023,3,Gemeinde,117,Hinwil,58,418,13.87
2025-11-27,2023,3,Gemeinde,118,Rüti (ZH),57,494,11.53
2025-11-27,2023,3,Gemeinde,119,Seegräben,NULL,50,NULL
2025-11-27,2023,3,Gemeinde,120,Wald (ZH),35,390,8.97
2025-11-27,2023,3,Gemeinde,121,Wetzikon (ZH),154,942,16.35
2025-11-27,2023,3,Gemeinde,131,Adliswil,140,610,22.95
2025-11-27,2023,3,Gemeinde,135,Kilchberg (ZH),91,262,34.73
2025-11-27,2023,3,Gemeinde,136,Langnau am Albis,66,342,19.29
2025-11-27,2023,3,Gemeinde,137,Oberrieden,61,171,35.67
2025-11-27,2023,3,Gemeinde,138,Richterswil,94,554,16.97
2025-11-27,2023,3,Gemeinde,139,Rüschlikon,60,196,30.61
2025-11-27,2023,3,Gemeinde,141,Thalwil,163,596,27.35
2025-11-27,2023,3,Gemeinde,151,Erlenbach (ZH),121,244,49.59
2025-11-27,2023,3,Gemeinde,152,Herrliberg,131,278,47.12
2025-11-27,2023,3,Gemeinde,153,Hombrechtikon,76,360,21.12
2025-11-27,2023,3,Gemeinde,154,Küsnacht (ZH),251,539,46.57
2025-11-27,2023,3,Gemeinde,155,Männedorf,212,495,42.83
2025-11-27,2023,3,Gemeinde,156,Meilen,227,526,43.16
2025-11-27,2023,3,Gemeinde,157,Oetwil am See,20,215,9.31
2025-11-27,2023,3,Gemeinde,158,Stäfa,222,577,38.48
2025-11-27,2023,3,Gemeinde,159,Uetikon am See,97,273,35.54
2025-11-27,2023,3,Gemeinde,160,Zumikon,94,252,37.30
2025-11-27,2023,3,Gemeinde,161,Zollikon,222,464,47.84
2025-11-27,2023,3,Gemeinde,172,Fehraltorf,45,261,17.24
2025-11-27,2023,3,Gemeinde,173,Hittnau,33,157,21.02
2025-11-27,2023,3,Gemeinde,176,Lindau,37,250,14.80
2025-11-27,2023,3,Gemeinde,177,Pfäffikon,99,450,22.00
2025-11-27,2023,3,Gemeinde,178,Russikon,40,181,22.10
2025-11-27,2023,3,Gemeinde,180,Weisslingen,21,155,13.55
2025-11-27,2023,3,Gemeinde,181,Wila,5,79,6.33
2025-11-27,2023,3,Gemeinde,182,Wildberg,NULL,34,NULL
2025-11-27,2023,3,Gemeinde,191,Dübendorf,190,1084,17.53
2025-11-27,2023,3,Gemeinde,192,Egg,88,333,26.43
2025-11-27,2023,3,Gemeinde,193,Fällanden,95,364,26.09
2025-11-27,2023,3,Gemeinde,194,Greifensee,57,241,23.65
2025-11-27,2023,3,Gemeinde,195,Maur,126,431,29.24
2025-11-27,2023,3,Gemeinde,196,Mönchaltorf,29,163,17.79
2025-11-27,2023,3,Gemeinde,197,Schwerzenbach,22,189,11.64
2025-11-27,2023,3,Gemeinde,198,Uster,324,1335,24.27
2025-11-27,2023,3,Gemeinde,199,Volketswil,96,799,12.02
2025-11-27,2023,3,Gemeinde,200,Wangen-Brüttisellen,55,360,15.28
2025-11-27,2023,3,Gemeinde,211,Altikon,NULL,32,NULL
2025-11-27,2023,3,Gemeinde,213,Brütten,22,56,39.29
2025-11-27,2023,3,Gemeinde,214,Dägerlen,16,61,26.23
2025-11-27,2023,3,Gemeinde,215,Dättlikon,NULL,37,NULL
2025-11-27,2023,3,Gemeinde,216,Dinhard,12,65,18.46
2025-11-27,2023,3,Gemeinde,218,Ellikon an der Thur,NULL,42,NULL
2025-11-27,2023,3,Gemeinde,219,Elsau,35,161,21.74
2025-11-27,2023,3,Gemeinde,220,Hagenbuch,NULL,32,NULL
2025-11-27,2023,3,Gemeinde,221,Hettlingen,66,185,35.67
2025-11-27,2023,3,Gemeinde,223,Neftenbach,44,236,18.64
2025-11-27,2023,3,Gemeinde,224,Pfungen,33,186,17.74
2025-11-27,2023,3,Gemeinde,225,Rickenbach (ZH),23,126,18.25
2025-11-27,2023,3,Gemeinde,226,Schlatt (ZH),NULL,38,NULL
2025-11-27,2023,3,Gemeinde,227,Seuzach,41,238,17.23
2025-11-27,2023,3,Gemeinde,228,Turbenthal,21,196,10.71
2025-11-27,2023,3,Gemeinde,230,Winterthur,817,4180,19.55
2025-11-27,2023,3,Gemeinde,231,Zell (ZH),28,266,10.52
2025-11-27,2023,3,Gemeinde,241,Aesch (ZH),15,55,27.27
2025-11-27,2023,3,Gemeinde,242,Birmensdorf (ZH),56,235,23.83
2025-11-27,2023,3,Gemeinde,243,Dietikon,85,1028,8.27
2025-11-27,2023,3,Gemeinde,244,Geroldswil,33,196,16.84
2025-11-27,2023,3,Gemeinde,245,Oberengstringen,26,265,9.81
2025-11-27,2023,3,Gemeinde,246,Oetwil an der Limmat,21,91,23.08
2025-11-27,2023,3,Gemeinde,247,Schlieren,52,684,7.60
2025-11-27,2023,3,Gemeinde,248,Uitikon,97,179,54.19
2025-11-27,2023,3,Gemeinde,249,Unterengstringen,23,140,16.42
2025-11-27,2023,3,Gemeinde,250,Urdorf,57,386,14.77
2025-11-27,2023,3,Gemeinde,251,Weiningen (ZH),32,205,15.61
2025-11-27,2023,3,Gemeinde,261,Zürich,2913,12723,22.90
2025-11-27,2023,3,Gemeinde,291,Andelfingen,36,133,27.07
2025-11-27,2023,3,Gemeinde,292,Stammheim,17,118,14.40
2025-11-27,2023,3,Gemeinde,293,Wädenswil,191,914,20.90
2025-11-27,2023,3,Gemeinde,294,Elgg,35,202,17.33
2025-11-27,2023,3,Gemeinde,295,Horgen,188,832,22.59
2025-11-27,2023,3,Gemeinde,296,Illnau-Effretikon,106,688,15.41
2025-11-27,2023,3,Gemeinde,297,Bauma,22,202,10.89
2025-11-27,2023,3,Gemeinde,298,Wiesendangen,57,256,22.26
2025-11-27,2023,6,Raumplanungsregion,101,Zürich,37869,165399,22.90
2025-11-27,2023,6,Raumplanungsregion,102,Glattal,1065,6947,15.33
2025-11-27,2023,6,Raumplanungsregion,103,Furttal,183,1545,11.84
2025-11-27,2023,6,Raumplanungsregion,104,Limmattal,497,3464,14.35
2025-11-27,2023,6,Raumplanungsregion,105,Knonaueramt,468,2247,20.82
2025-11-27,2023,6,Raumplanungsregion,106,Zimmerberg,1054,4477,23.55
2025-11-27,2023,6,Raumplanungsregion,107,Pfannenstiel,1761,4556,38.65
2025-11-27,2023,6,Raumplanungsregion,108,Oberland,1204,6737,17.87
2025-11-27,2023,6,Raumplanungsregion,109,Winterthur u.U.,7157,36948,19.37
2025-11-27,2023,6,Raumplanungsregion,110,Weinland,205,1365,15.02
2025-11-27,2023,6,Raumplanungsregion,111,Unterland,723,5041,14.34
2025-11-27,2024,1,Kanton,1,Kanton Zürich,11893,58530,20.32
2025-11-27,2024,2,Bezirk,101,Bezirk Affoltern,485,2244,21.62
2025-11-27,2024,2,Bezirk,102,Bezirk Andelfingen,198,1376,14.39
2025-11-27,2024,2,Bezirk,103,Bezirk Bülach,891,6282,14.18
2025-11-27,2024,2,Bezirk,104,Bezirk Dielsdorf,466,3911,11.92
2025-11-27,2024,2,Bezirk,105,Bezirk Hinwil,598,3986,15.00
2025-11-27,2024,2,Bezirk,106,Bezirk Horgen,1097,4666,23.51
2025-11-27,2024,2,Bezirk,107,Bezirk Meilen,1785,4394,40.63
2025-11-27,2024,2,Bezirk,108,Bezirk Pfäffikon,411,2507,16.40
2025-11-27,2024,2,Bezirk,109,Bezirk Uster,1114,5331,20.89
2025-11-27,2024,2,Bezirk,110,Bezirk Winterthur,1294,6832,18.94
2025-11-27,2024,2,Bezirk,111,Bezirk Dietikon,512,3498,14.64
2025-11-27,2024,2,Bezirk,112,Bezirk Zürich,3042,13503,22.53
2025-11-27,2024,3,Gemeinde,1,Aeugst am Albis,20,73,27.40
2025-11-27,2024,3,Gemeinde,2,Affoltern am Albis,68,462,14.72
2025-11-27,2024,3,Gemeinde,3,Bonstetten,65,244,26.64
2025-11-27,2024,3,Gemeinde,4,Hausen am Albis,33,165,20.00
2025-11-27,2024,3,Gemeinde,5,Hedingen,62,188,32.97
2025-11-27,2024,3,Gemeinde,6,Kappel am Albis,NULL,47,NULL
2025-11-27,2024,3,Gemeinde,7,Knonau,13,88,14.78
2025-11-27,2024,3,Gemeinde,8,Maschwanden,NULL,13,NULL
2025-11-27,2024,3,Gemeinde,9,Mettmenstetten,35,209,16.75
2025-11-27,2024,3,Gemeinde,10,Obfelden,37,256,14.45
2025-11-27,2024,3,Gemeinde,11,Ottenbach,19,106,17.92
2025-11-27,2024,3,Gemeinde,12,Rifferswil,NULL,50,NULL
2025-11-27,2024,3,Gemeinde,13,Stallikon,30,127,23.62
2025-11-27,2024,3,Gemeinde,14,Wettswil am Albis,81,216,37.50
2025-11-27,2024,3,Gemeinde,22,Benken (ZH),NULL,37,NULL
2025-11-27,2024,3,Gemeinde,23,Berg am Irchel,NULL,14,NULL
2025-11-27,2024,3,Gemeinde,24,Buch am Irchel,11,52,21.15
2025-11-27,2024,3,Gemeinde,25,Dachsen,6,96,6.25
2025-11-27,2024,3,Gemeinde,26,Dorf,NULL,38,NULL
2025-11-27,2024,3,Gemeinde,27,Feuerthalen,5,140,3.57
2025-11-27,2024,3,Gemeinde,28,Flaach,11,66,16.67
2025-11-27,2024,3,Gemeinde,29,Flurlingen,3,61,4.92
2025-11-27,2024,3,Gemeinde,31,Henggart,15,108,13.89
2025-11-27,2024,3,Gemeinde,33,Kleinandelfingen,18,85,21.18
2025-11-27,2024,3,Gemeinde,34,Laufen-Uhwiesen,7,76,9.21
2025-11-27,2024,3,Gemeinde,35,Marthalen,9,71,12.68
2025-11-27,2024,3,Gemeinde,37,Ossingen,9,71,12.68
2025-11-27,2024,3,Gemeinde,38,Rheinau,8,52,15.38
2025-11-27,2024,3,Gemeinde,39,Thalheim an der Thur,7,51,13.73
2025-11-27,2024,3,Gemeinde,40,Trüllikon,14,51,27.45
2025-11-27,2024,3,Gemeinde,41,Truttikon,NULL,22,NULL
2025-11-27,2024,3,Gemeinde,43,Volken,NULL,18,NULL
2025-11-27,2024,3,Gemeinde,51,Bachenbülach,30,176,17.05
2025-11-27,2024,3,Gemeinde,52,Bassersdorf,87,519,16.77
2025-11-27,2024,3,Gemeinde,53,Bülach,131,910,14.40
2025-11-27,2024,3,Gemeinde,54,Dietlikon,53,311,17.04
2025-11-27,2024,3,Gemeinde,55,Eglisau,55,221,24.88
2025-11-27,2024,3,Gemeinde,56,Embrach,55,468,11.75
2025-11-27,2024,3,Gemeinde,57,Freienstein-Teufen,13,108,12.04
2025-11-27,2024,3,Gemeinde,58,Glattfelden,36,216,16.67
2025-11-27,2024,3,Gemeinde,59,Hochfelden,15,90,16.66
2025-11-27,2024,3,Gemeinde,60,Höri,5,141,3.55
2025-11-27,2024,3,Gemeinde,61,Hüntwangen,10,52,19.23
2025-11-27,2024,3,Gemeinde,62,Kloten,71,825,8.60
2025-11-27,2024,3,Gemeinde,63,Lufingen,24,116,20.69
2025-11-27,2024,3,Gemeinde,64,Nürensdorf,28,219,12.78
2025-11-27,2024,3,Gemeinde,65,Oberembrach,NULL,41,NULL
2025-11-27,2024,3,Gemeinde,66,Opfikon,93,734,12.67
2025-11-27,2024,3,Gemeinde,67,Rafz,24,185,12.97
2025-11-27,2024,3,Gemeinde,68,Rorbas,8,130,6.16
2025-11-27,2024,3,Gemeinde,69,Wallisellen,97,588,16.50
2025-11-27,2024,3,Gemeinde,70,Wasterkingen,NULL,26,NULL
2025-11-27,2024,3,Gemeinde,71,Wil (ZH),15,73,20.55
2025-11-27,2024,3,Gemeinde,72,Winkel,28,133,21.06
2025-11-27,2024,3,Gemeinde,81,Bachs,NULL,16,NULL
2025-11-27,2024,3,Gemeinde,82,Boppelsen,11,69,15.94
2025-11-27,2024,3,Gemeinde,83,Buchs (ZH),42,299,14.05
2025-11-27,2024,3,Gemeinde,84,Dällikon,14,167,8.39
2025-11-27,2024,3,Gemeinde,85,Dänikon,8,77,10.39
2025-11-27,2024,3,Gemeinde,86,Dielsdorf,30,261,11.49
2025-11-27,2024,3,Gemeinde,87,Hüttikon,NULL,32,NULL
2025-11-27,2024,3,Gemeinde,88,Neerach,25,107,23.36
2025-11-27,2024,3,Gemeinde,89,Niederglatt,20,238,8.40
2025-11-27,2024,3,Gemeinde,90,Niederhasli,43,457,9.41
2025-11-27,2024,3,Gemeinde,91,Niederweningen,18,151,11.92
2025-11-27,2024,3,Gemeinde,92,Oberglatt,31,350,8.86
2025-11-27,2024,3,Gemeinde,93,Oberweningen,11,82,13.41
2025-11-27,2024,3,Gemeinde,94,Otelfingen,32,125,25.60
2025-11-27,2024,3,Gemeinde,95,Regensberg,NULL,23,NULL
2025-11-27,2024,3,Gemeinde,96,Regensdorf,75,778,9.64
2025-11-27,2024,3,Gemeinde,97,Rümlang,29,292,9.93
2025-11-27,2024,3,Gemeinde,98,Schleinikon,NULL,32,NULL
2025-11-27,2024,3,Gemeinde,99,Schöfflisdorf,13,56,23.22
2025-11-27,2024,3,Gemeinde,100,Stadel,21,110,19.09
2025-11-27,2024,3,Gemeinde,101,Steinmaur,24,123,19.51
2025-11-27,2024,3,Gemeinde,102,Weiach,3,66,4.55
2025-11-27,2024,3,Gemeinde,111,Bäretswil,33,206,16.02
2025-11-27,2024,3,Gemeinde,112,Bubikon,78,359,21.72
2025-11-27,2024,3,Gemeinde,113,Dürnten,70,369,18.97
2025-11-27,2024,3,Gemeinde,114,Fischenthal,12,134,8.96
2025-11-27,2024,3,Gemeinde,115,Gossau (ZH),85,456,18.64
2025-11-27,2024,3,Gemeinde,116,Grüningen,26,128,20.31
2025-11-27,2024,3,Gemeinde,117,Hinwil,52,426,12.20
2025-11-27,2024,3,Gemeinde,118,Rüti (ZH),57,512,11.14
2025-11-27,2024,3,Gemeinde,119,Seegräben,NULL,47,NULL
2025-11-27,2024,3,Gemeinde,120,Wald (ZH),33,395,8.35
2025-11-27,2024,3,Gemeinde,121,Wetzikon (ZH),141,954,14.78
2025-11-27,2024,3,Gemeinde,131,Adliswil,145,666,21.77
2025-11-27,2024,3,Gemeinde,135,Kilchberg (ZH),90,288,31.25
2025-11-27,2024,3,Gemeinde,136,Langnau am Albis,66,339,19.47
2025-11-27,2024,3,Gemeinde,137,Oberrieden,63,172,36.63
2025-11-27,2024,3,Gemeinde,138,Richterswil,116,591,19.63
2025-11-27,2024,3,Gemeinde,139,Rüschlikon,57,213,26.76
2025-11-27,2024,3,Gemeinde,141,Thalwil,170,618,27.51
2025-11-27,2024,3,Gemeinde,151,Erlenbach (ZH),136,251,54.19
2025-11-27,2024,3,Gemeinde,152,Herrliberg,123,290,42.41
2025-11-27,2024,3,Gemeinde,153,Hombrechtikon,66,350,18.86
2025-11-27,2024,3,Gemeinde,154,Küsnacht (ZH),282,591,47.72
2025-11-27,2024,3,Gemeinde,155,Männedorf,207,510,40.59
2025-11-27,2024,3,Gemeinde,156,Meilen,257,563,45.65
2025-11-27,2024,3,Gemeinde,157,Oetwil am See,26,225,11.55
2025-11-27,2024,3,Gemeinde,158,Stäfa,239,593,40.30
2025-11-27,2024,3,Gemeinde,159,Uetikon am See,92,269,34.21
2025-11-27,2024,3,Gemeinde,160,Zumikon,103,272,37.87
2025-11-27,2024,3,Gemeinde,161,Zollikon,254,480,52.92
2025-11-27,2024,3,Gemeinde,172,Fehraltorf,58,268,21.64
2025-11-27,2024,3,Gemeinde,173,Hittnau,28,157,17.84
2025-11-27,2024,3,Gemeinde,176,Lindau,31,259,11.96
2025-11-27,2024,3,Gemeinde,177,Pfäffikon,89,457,19.47
2025-11-27,2024,3,Gemeinde,178,Russikon,41,193,21.25
2025-11-27,2024,3,Gemeinde,180,Weisslingen,22,160,13.76
2025-11-27,2024,3,Gemeinde,181,Wila,5,84,5.95
2025-11-27,2024,3,Gemeinde,182,Wildberg,NULL,36,NULL
2025-11-27,2024,3,Gemeinde,191,Dübendorf,177,1032,17.15
2025-11-27,2024,3,Gemeinde,192,Egg,101,339,29.79
2025-11-27,2024,3,Gemeinde,193,Fällanden,104,403,25.80
2025-11-27,2024,3,Gemeinde,194,Greifensee,57,240,23.75
2025-11-27,2024,3,Gemeinde,195,Maur,137,426,32.16
2025-11-27,2024,3,Gemeinde,196,Mönchaltorf,24,146,16.44
2025-11-27,2024,3,Gemeinde,197,Schwerzenbach,30,196,15.31
2025-11-27,2024,3,Gemeinde,198,Uster,332,1384,23.99
2025-11-27,2024,3,Gemeinde,199,Volketswil,98,808,12.13
2025-11-27,2024,3,Gemeinde,200,Wangen-Brüttisellen,54,357,15.13
2025-11-27,2024,3,Gemeinde,211,Altikon,NULL,33,NULL
2025-11-27,2024,3,Gemeinde,213,Brütten,21,65,32.31
2025-11-27,2024,3,Gemeinde,214,Dägerlen,10,65,15.39
2025-11-27,2024,3,Gemeinde,215,Dättlikon,NULL,48,NULL
2025-11-27,2024,3,Gemeinde,216,Dinhard,13,65,20.00
2025-11-27,2024,3,Gemeinde,218,Ellikon an der Thur,NULL,40,NULL
2025-11-27,2024,3,Gemeinde,219,Elsau,36,162,22.22
2025-11-27,2024,3,Gemeinde,220,Hagenbuch,NULL,31,NULL
2025-11-27,2024,3,Gemeinde,221,Hettlingen,59,180,32.78
2025-11-27,2024,3,Gemeinde,223,Neftenbach,39,240,16.25
2025-11-27,2024,3,Gemeinde,224,Pfungen,29,191,15.18
2025-11-27,2024,3,Gemeinde,225,Rickenbach (ZH),22,130,16.92
2025-11-27,2024,3,Gemeinde,226,Schlatt (ZH),NULL,44,NULL
2025-11-27,2024,3,Gemeinde,227,Seuzach,44,257,17.12
2025-11-27,2024,3,Gemeinde,228,Turbenthal,18,193,9.33
2025-11-27,2024,3,Gemeinde,230,Winterthur,861,4370,19.70
2025-11-27,2024,3,Gemeinde,231,Zell (ZH),29,263,11.03
2025-11-27,2024,3,Gemeinde,241,Aesch (ZH),14,54,25.93
2025-11-27,2024,3,Gemeinde,242,Birmensdorf (ZH),66,228,28.95
2025-11-27,2024,3,Gemeinde,243,Dietikon,87,1045,8.32
2025-11-27,2024,3,Gemeinde,244,Geroldswil,35,217,16.13
2025-11-27,2024,3,Gemeinde,245,Oberengstringen,28,275,10.18
2025-11-27,2024,3,Gemeinde,246,Oetwil an der Limmat,20,91,21.98
2025-11-27,2024,3,Gemeinde,247,Schlieren,51,669,7.62
2025-11-27,2024,3,Gemeinde,248,Uitikon,95,178,53.38
2025-11-27,2024,3,Gemeinde,249,Unterengstringen,24,153,15.68
2025-11-27,2024,3,Gemeinde,250,Urdorf,61,396,15.41
2025-11-27,2024,3,Gemeinde,251,Weiningen (ZH),31,192,16.15
2025-11-27,2024,3,Gemeinde,261,Zürich,3042,13503,22.53
2025-11-27,2024,3,Gemeinde,291,Andelfingen,40,142,28.17
2025-11-27,2024,3,Gemeinde,292,Stammheim,17,125,13.60
2025-11-27,2024,3,Gemeinde,293,Wädenswil,188,935,20.11
2025-11-27,2024,3,Gemeinde,294,Elgg,26,193,13.47
2025-11-27,2024,3,Gemeinde,295,Horgen,202,844,23.93
2025-11-27,2024,3,Gemeinde,296,Illnau-Effretikon,106,691,15.34
2025-11-27,2024,3,Gemeinde,297,Bauma,23,202,11.39
2025-11-27,2024,3,Gemeinde,298,Wiesendangen,53,262,20.23
2025-11-27,2024,6,Raumplanungsregion,101,Zürich,39546,175539,22.53
2025-11-27,2024,6,Raumplanungsregion,102,Glattal,1115,6950,16.05
2025-11-27,2024,6,Raumplanungsregion,103,Furttal,187,1547,12.08
2025-11-27,2024,6,Raumplanungsregion,104,Limmattal,512,3498,14.64
2025-11-27,2024,6,Raumplanungsregion,105,Knonaueramt,485,2244,21.62
2025-11-27,2024,6,Raumplanungsregion,106,Zimmerberg,1097,4666,23.51
2025-11-27,2024,6,Raumplanungsregion,107,Pfannenstiel,1886,4733,39.85
2025-11-27,2024,6,Raumplanungsregion,108,Oberland,1206,6913,17.44
2025-11-27,2024,6,Raumplanungsregion,109,Winterthur u.U.,7480,38532,19.41
2025-11-27,2024,6,Raumplanungsregion,110,Weinland,198,1376,14.39
2025-11-27,2024,6,Raumplanungsregion,111,Unterland,712,5158,13.80
